"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ICICIBANK","EQ","31-Jan-2023","823.50","826.00","838.30","814.10","835.00","831.90","827.51","27,291,226","22,583,783,062.65","350,859","18,891,874","69.22"
"ICICIBANK","EQ","01-Feb-2023","831.90","843.45","875.20","823.15","850.05","847.95","853.18","39,237,711","33,476,849,764.25","379,335","26,616,067","67.83"
"ICICIBANK","EQ","02-Feb-2023","847.95","828.40","860.60","826.10","857.05","857.90","846.44","16,798,190","14,218,722,020.65","270,719","9,881,479","58.82"
"ICICIBANK","EQ","03-Feb-2023","857.90","864.65","872.65","852.10","862.50","863.80","863.15","14,914,366","12,873,394,076.30","258,409","9,911,583","66.46"
"ICICIBANK","EQ","06-Feb-2023","863.80","861.50","867.80","849.65","856.30","853.70","855.18","8,463,833","7,238,082,471.85","172,873","5,307,080","62.70"
"ICICIBANK","EQ","07-Feb-2023","853.70","855.00","856.00","847.20","852.10","852.75","851.64","9,337,066","7,951,799,843.00","159,808","6,215,861","66.57"
"ICICIBANK","EQ","08-Feb-2023","852.75","852.50","860.70","851.90","856.55","859.10","857.02","8,082,983","6,927,305,066.30","151,665","5,315,932","65.77"
"ICICIBANK","EQ","09-Feb-2023","859.10","858.50","864.90","851.60","860.50","860.80","859.62","6,299,265","5,414,977,210.15","114,269","4,282,673","67.99"
"ICICIBANK","EQ","10-Feb-2023","860.80","855.55","861.90","852.00","855.40","853.85","856.06","8,656,405","7,410,435,746.50","299,200","5,987,802","69.17"
"ICICIBANK","EQ","13-Feb-2023","853.85","853.40","859.30","849.35","849.50","850.65","853.79","9,394,365","8,020,854,846.10","153,234","6,142,206","65.38"
"ICICIBANK","EQ","14-Feb-2023","850.65","853.90","867.30","852.10","865.00","865.30","859.91","13,402,934","11,525,283,230.70","237,450","8,229,963","61.40"
"ICICIBANK","EQ","15-Feb-2023","865.30","866.40","873.25","860.60","872.40","870.80","865.09","12,070,288","10,441,897,134.05","194,686","8,171,234","67.70"
